,Idx,Name,A,HSM,C,Cut,Wire,None,Path,Labeled
24,381,10311-343-621_(3-5)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-5)_004.png,True
25,388,10311-343-621_(3-6)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-6)_004.png,True
26,395,10311-343-621_(3-7)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-7)_004.png,True
27,402,10311-343-621_(3-8)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-8)_004.png,True
28,409,10311-343-621_(3-9)_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10311-343-621_(3-9)_004.png,True
29,3634,10311-343-621_002.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10311-343-621_002.png,True
30,3653,10342-203-154_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10342-203-154_008.png,True
31,417,10344-405-02-155-2_(1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1)_006.png,True
32,424,10344-405-02-155-2_(1-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-1)_006.png,True
33,431,10344-405-02-155-2_(1-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-2)_006.png,True
34,438,10344-405-02-155-2_(1-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-3)_006.png,True
35,445,10344-405-02-155-2_(1-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-4)_006.png,True
36,452,10344-405-02-155-2_(1-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-5)_006.png,True
37,459,10344-405-02-155-2_(1-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-6)_006.png,True
38,466,10344-405-02-155-2_(1-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-7)_006.png,True
39,473,10344-405-02-155-2_(1-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(1-8)_006.png,True
40,480,10344-405-02-155-2_(2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2)_006.png,True
41,487,10344-405-02-155-2_(2-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-1)_006.png,True
42,494,10344-405-02-155-2_(2-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-2)_006.png,True
43,501,10344-405-02-155-2_(2-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-3)_006.png,True
44,508,10344-405-02-155-2_(2-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-4)_006.png,True
45,515,10344-405-02-155-2_(2-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-5)_006.png,True
46,522,10344-405-02-155-2_(2-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-6)_006.png,True
47,529,10344-405-02-155-2_(2-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-7)_006.png,True
48,536,10344-405-02-155-2_(2-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-8)_006.png,True
49,543,10344-405-02-155-2_(2-9)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(2-9)_006.png,True
50,550,10344-405-02-155-2_(3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3)_006.png,True
51,557,10344-405-02-155-2_(3-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-1)_006.png,True
52,564,10344-405-02-155-2_(3-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-2)_006.png,True
53,571,10344-405-02-155-2_(3-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-3)_006.png,True
54,578,10344-405-02-155-2_(3-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-4)_006.png,True
55,585,10344-405-02-155-2_(3-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-5)_006.png,True
56,592,10344-405-02-155-2_(3-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-6)_006.png,True
57,599,10344-405-02-155-2_(3-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-7)_006.png,True
58,606,10344-405-02-155-2_(3-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-8)_006.png,True
59,613,10344-405-02-155-2_(3-9)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10344-405-02-155-2_(3-9)_006.png,True
60,3660,10344-405-02-155-2_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10344-405-02-155-2_008.png,True
61,3664,10344-405-621-1_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10344-405-621-1_004.png,True
62,3674,10346-263-155_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10346-263-155_008.png,True
63,3699,10352-603-621_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10352-603-621_004.png,True
64,3706,10352-783-06-621_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10352-783-06-621_004.png,True
65,620,10361-541-155_(1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1)_006.png,True
66,627,10361-541-155_(1-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-1)_006.png,True
67,634,10361-541-155_(1-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-2)_006.png,True
68,641,10361-541-155_(1-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-3)_006.png,True
69,648,10361-541-155_(1-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-4)_006.png,True
70,655,10361-541-155_(1-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-5)_006.png,True
71,662,10361-541-155_(1-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-6)_006.png,True
72,669,10361-541-155_(1-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-7)_006.png,True
73,676,10361-541-155_(1-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(1-8)_006.png,True
74,683,10361-541-155_(2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2)_006.png,True
75,690,10361-541-155_(2-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-1)_006.png,True
76,697,10361-541-155_(2-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-2)_006.png,True
77,704,10361-541-155_(2-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-3)_006.png,True
78,711,10361-541-155_(2-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-4)_006.png,True
79,718,10361-541-155_(2-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-5)_006.png,True
80,725,10361-541-155_(2-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-6)_006.png,True
81,732,10361-541-155_(2-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-7)_006.png,True
82,739,10361-541-155_(2-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-8)_006.png,True
83,746,10361-541-155_(2-9)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(2-9)_006.png,True
84,753,10361-541-155_(3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3)_006.png,True
85,760,10361-541-155_(3-1)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-1)_006.png,True
86,767,10361-541-155_(3-2)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-2)_006.png,True
87,774,10361-541-155_(3-3)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-3)_006.png,True
88,781,10361-541-155_(3-4)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-4)_006.png,True
89,788,10361-541-155_(3-5)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-5)_006.png,True
90,795,10361-541-155_(3-6)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-6)_006.png,True
91,802,10361-541-155_(3-7)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-7)_006.png,True
92,809,10361-541-155_(3-8)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-8)_006.png,True
93,816,10361-541-155_(3-9)_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\10361-541-155_(3-9)_006.png,True
94,3730,10361-541-155_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10361-541-155_008.png,True
95,3737,10362-603-155_t1_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10362-603-155_t1_008.png,True
96,3744,10362-783- 154_T1_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10362-783- 154_T1_008.png,True
97,3762,10371-103-621_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10371-103-621_004.png,True
98,3772,10381-103-156_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10381-103-156_008.png,True
99,3807,10429-163-152_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\10429-163-152_008.png,True
100,3814,12424-063-154_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\12424-063-154_008.png,True
101,1191,210713_153_T3_002.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_153_T3_002.png,True
102,1196,210713_153_T3_008.png,1,1,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_153_T3_008.png,True
103,1198,210713_154_T3_002.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_154_T3_002.png,True
104,1203,210713_154_T3_008.png,1,0,0,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_154_T3_008.png,True
105,1229,210713_558A_T3_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_558A_T3_006.png,True
106,1236,210713_558B_T3_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_558B_T3_006.png,True
107,1243,210713_559A_T4_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_559A_T4_006.png,True
108,1250,210713_559B_T4_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210713_559B_T4_006.png,True
109,1294,210714_161_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210714_161_008.png,True
110,1301,210714_162_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210714_162_008.png,True
111,1436,210720_621_002.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210720_621_002.png,True
112,1497,210723_154 bq_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210723_154 bq_008.png,True
113,1504,210723_155-2 bj_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210723_155-2 bj_008.png,True
114,1511,210723_156 bj_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210723_156 bj_008.png,True
115,2113,210818_154_008.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210818_154_008.png,True
116,2120,210818_155_008.png,1,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210818_155_008.png,True
117,2153,210818_554_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210818_554_006.png,True
118,2160,210818_555_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210818_555_006.png,True
119,2202,210819_557_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210819_557_006.png,True
120,3847,40311-133-554_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40311-133-554_006.png,True
121,3882,40440-B01-558A_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B01-558A_006.png,True
122,3903,40571-961-557_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40571-961-557_006.png,True
123,3914,62513-201-570_002.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62513-201-570_002.png,True
124,3917,62513-201-570_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62513-201-570_006.png,True
125,3923,62573-211-583_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62573-211-583_004.png,True
126,3924,62573-211-583_006.png,1,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62573-211-583_006.png,True
127,839,110257_114_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_114_008.png,True
128,842,110257_212_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_212_003.png,True
129,844,110257_212_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_212_006.png,True
130,845,110257_212_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_212_007.png,True
131,848,110257_213_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_213_002.png,True
132,850,110257_213_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_213_004.png,True
133,851,110257_213_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_213_006.png,True
134,854,110257_214_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_214_001.png,True
135,856,110257_214_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_214_003.png,True
136,858,110257_214_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_214_006.png,True
137,859,110257_214_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110257_214_007.png,True
138,861,110266_111_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_111_001.png,True
139,867,110266_111_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_111_008.png,True
140,874,110266_112_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_112_008.png,True
141,877,110266_113_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_113_003.png,True
142,880,110266_113_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_113_007.png,True
143,883,110266_114_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_114_002.png,True
144,884,110266_114_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_114_003.png,True
145,887,110266_114_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_114_007.png,True
146,888,110266_114_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_114_008.png,True
147,890,110266_115_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_115_002.png,True
148,895,110266_115_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_115_008.png,True
149,903,110266_211_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_211_001.png,True
150,904,110266_211_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_211_002.png,True
151,907,110266_211_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_211_006.png,True
152,910,110266_212_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_212_001.png,True
153,914,110266_212_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_212_006.png,True
154,917,110266_214_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_214_001.png,True
155,918,110266_214_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_214_002.png,True
156,919,110266_214_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_214_003.png,True
157,920,110266_214_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_214_004.png,True
158,921,110266_214_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_214_006.png,True
159,922,110266_214_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_214_007.png,True
160,928,110266_215_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_215_006.png,True
161,933,110266_217_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_217_003.png,True
162,935,110266_217_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_217_006.png,True
163,936,110266_217_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110266_217_007.png,True
164,944,110276_111_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110276_111_008.png,True
165,946,110276_211_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110276_211_002.png,True
166,948,110276_211_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110276_211_004.png,True
167,949,110276_211_006.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110276_211_006.png,True
168,956,110276_212_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110276_212_006.png,True
169,959,110282_114_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_114_001.png,True
170,960,110282_114_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_114_002.png,True
171,961,110282_114_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_114_003.png,True
172,962,110282_114_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_114_004.png,True
173,965,110282_114_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_114_008.png,True
174,968,110282_115_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_115_003.png,True
175,969,110282_115_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_115_004.png,True
176,972,110282_115_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_115_008.png,True
177,979,110282_116_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\110282_116_008.png,True
